metroarea,carcount,modetowork,travelburden,transitgood,tripcount,tripmile,distancetowork,transituse,hhincome,hhsize,childage,houseown,urbansize,popdensity,gasprice,age,gender,education,workschoolretire,hhstate,Walk.Index_Den,Walk.Index_Pop,Transit.Score,poverty_pop,disability_pop,bachelor_pop,employ_workforce
40140,1,3,3,2,3,48.145,23.24,0,4,3,15,2,5,750,292.1,29,2,3,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,3,2,3,40.384,20.36,0,3,2,0,1,5,3000,269.9,38,2,5,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,1,2,0,0,25.39,0,3,3,0,2,2,3000,,27,1,4,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,2,3,1,2,0,0,25.39,0,3,3,0,2,2,3000,,27,1,3,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,2,2,2,32.438,80.78,0,4,5,15,1,2,750,279.7,44,1,3,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,1,3,6,87.221,2.57,0,1,4,21,1,5,7000,263.7,18,2,2,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,3,3,1,2,3,60.432,29.93,0,4,2,0,1,5,7000,262.9,60,1,5,4,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,3,2,7,71.804,20.9,0,3,2,15,2,5,7000,271.6,48,1,3,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,1,3,3,3.019,1.14,0,4,2,0,1,5,1500,272,61,2,5,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,1,2,2,97.578,79.8,3,4,3,0,1,5,7000,271.2,54,1,3,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,1,3,2,60.878,30.8,0,3,3,5,2,2,7000,272,28,1,2,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,2,3,3,2,3,53.519,15.73,0,3,2,0,1,5,3000,278.5,61,2,3,4,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,2,2,2,95.9,2.55,0,4,4,5,1,5,7000,265.6,37,2,3,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,0,3,3,2,4,11.014,7.26,8,3,3,21,2,5,7000,262.9,58,1,2,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,2,2,2,18.607,5.64,0,4,4,15,2,5,750,265.7,43,2,4,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,1,2,5,53.572,21.33,0,3,3,0,1,5,7000,269.9,56,1,2,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,2,3,3,2,5,441.881,93.42,0,4,3,0,1,6,50,286.7,70,1,5,4,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,3,2,4,10.229,4.03,0,3,1,0,2,2,7000,274.8,36,1,3,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,1,3,3,20.371,7.08,0,1,1,0,1,2,3000,279.7,62,2,4,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,3,2,7,16.047,2.9,0,4,2,0,1,2,3000,265.6,63,1,4,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,1,2,4,34.953,29.66,0,3,3,0,1,5,7000,269.9,52,2,2,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,2,3,1,1,2,104.166,52.48,2,3,2,0,1,5,7000,280.1,34,1,2,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,1,1,2,24.284,12.24,0,1,5,21,2,5,7000,272,29,1,3,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,1,1,2,25.939,13.07,0,1,5,21,2,5,7000,272,54,1,3,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,0,3,1,2,2,16.815,102.76,0,4,3,21,1,2,7000,273.8,21,2,3,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,2,3,3,2,3,84.342,42.1,0,4,1,0,1,2,300,290.3,56,1,3,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,2,3,1,3,4,51.954,11.59,0,1,5,5,1,5,7000,263.7,36,1,2,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,1,2,2,97.578,12.01,0,4,3,0,1,5,7000,271.2,29,2,4,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,0,3,3,2,5,7.922,3.23,0,3,3,21,2,5,7000,262.9,19,2,2,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,1,3,6,23.597,10.63,0,2,2,0,1,5,3000,265.6,58,2,3,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,3,3,1,3,3,49.881,25.14,0,2,1,0,1,5,7000,263.5,33,1,2,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,0,3,1,2,3,3.266,1.22,0,1,2,0,2,2,7000,273.4,32,1,2,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,2,2,2,4.245,2.1,0,3,1,0,1,5,7000,278.7,63,1,3,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,3,2,4,11.014,3.43,0,3,3,21,2,5,7000,262.9,46,2,3,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,2,3,3,2,2,2.76,8.76,0,4,4,21,1,5,3000,273.8,61,1,4,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,2,3,1,3,2,5.236,98.77,0,3,1,0,1,2,3000,265.7,54,2,3,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,1,2,8,76.555,26.6,0,3,3,0,1,5,7000,269.9,23,2,3,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,2,3,1,3,3,199.464,8.37,0,4,3,5,1,5,1500,263.8,42,2,5,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,3,2,3,6.885,2.9,0,4,2,0,1,2,3000,265.6,65,2,4,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,1,3,4,79.741,22.49,0,4,2,0,1,5,1500,272,63,1,5,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,1,1,9,21.479,7.54,0,3,5,15,1,2,7000,263.5,21,2,3,11,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
40140,1,3,2,2,0,0,10.76,0,4,3,0,1,2,3000,,54,2,3,4,CA,9.982091564,9.304583074,5.1,0.084117364,0.055188946,0.106840063,0.537461471
41860,1,3,1,2,3,54.973,22.99,1,4,2,0,1,5,7000,263.7,29,1,4,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,2,2,1,7,15.047,6.21,10,3,2,0,2,5,7000,274.3,31,1,4,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,3,1,1,2,8.332,4.19,1,4,4,0,2,3,7000,276.3,27,2,4,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,3,1,2,6,482.564,22.81,0,4,4,15,1,5,7000,265.7,41,2,4,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,2,2,1,5,31.853,0.89,4,4,2,0,2,5,7000,269.9,36,1,5,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,2,3,1,2,5,83.243,40,0,1,4,0,1,3,3000,280.1,60,2,4,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,0,4,2,1,0,0,1.79,24,3,1,0,2,5,7000,,39,2,4,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,0,3,3,2,5,19.948,6.57,0,4,4,21,1,5,3000,290.3,18,2,1,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,3,1,2,10,534.401,19.59,0,4,4,15,1,5,7000,265.7,45,1,4,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,3,2,3,2,1.355,7.63,0,4,3,15,1,1,7000,271.6,41,2,5,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,2,3,1,1,9,42.962,27.65,0,4,4,15,1,5,7000,270.2,44,1,4,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,3,1,3,11,121.831,27.94,0,4,4,5,1,5,7000,274.4,36,2,4,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,2,3,3,2,6,54.981,13.73,0,4,2,0,1,3,1500,269.9,55,2,4,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,3,2,2,2,57.097,29.36,0,4,2,0,1,5,7000,292,66,1,4,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,3,2,2,8,374.587,8.23,5,4,2,0,1,5,7000,265.6,56,1,5,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,3,2,1,7,108.07,44.88,0,3,2,0,2,5,7000,280.1,31,2,5,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,3,2,2,6,19.407,6.93,0,2,4,15,1,3,7000,272,42,2,4,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,3,2,2,0,0,22.67,0,3,2,0,1,5,1500,,66,2,2,4,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,3,3,1,3,2,77.45,39.2,0,4,4,5,1,5,7000,274.4,33,1,3,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,0,1,3,1,0,0,0.85,8,4,3,0,2,5,7000,,22,1,4,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,0,4,3,3,5,7.788,35.07,20,4,1,0,2,5,7000,267.7,39,1,5,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,3,2,2,4,70.385,4.31,0,4,2,0,2,5,7000,278.6,39,2,4,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,3,3,2,4,380.953,8.51,0,4,4,0,1,3,3000,291.8,26,1,3,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,3,1,2,5,109.817,25.03,0,4,3,15,1,5,750,291.7,50,1,4,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,3,3,3,4,24.457,11.03,10,4,4,5,2,5,3000,274.3,45,1,5,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,0,4,1,1,4,26.794,11.59,4,3,2,0,2,5,7000,282.6,37,2,5,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,0,2,3,2,8,15.474,8.39,6,4,3,5,2,5,7000,273.4,36,1,4,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,3,1,2,2,8.494,4.16,1,1,4,0,1,3,3000,280.1,55,1,3,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,3,1,3,5,5.566,1.9,2,3,1,0,2,5,7000,276.3,43,1,3,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,0,1,3,2,0,0,0.56,0,4,2,0,2,5,7000,,50,2,4,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,3,2,2,4,57.49,27.5,1,3,1,0,1,5,7000,272,35,1,5,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,3,1,2,2,9.976,5.23,0,4,5,5,1,2,7000,273.8,20,2,3,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,3,2,2,3,56.696,24.99,4,1,2,0,2,5,7000,271.2,31,1,5,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,2,3,1,2,9,56.028,19.63,0,4,2,0,1,3,7000,266,57,1,4,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,4,3,2,4,18.458,8.4,20,4,3,5,2,5,7000,273.4,38,2,5,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41940,0,2,3,2,4,6.877,3.09,0,4,2,0,2,5,1500,274.3,33,1,5,11,CA,10.01767928,9.953653234,5.1,0.050834658,0.032946622,0.280165125,0.631167193
41940,1,3,2,2,2,16.149,8.33,0,4,2,0,2,5,7000,291.8,30,1,5,11,CA,10.01767928,9.953653234,5.1,0.050834658,0.032946622,0.280165125,0.631167193
41940,1,3,1,2,0,0,19.94,0,3,2,0,1,5,7000,,70,1,3,4,CA,10.01767928,9.953653234,5.1,0.050834658,0.032946622,0.280165125,0.631167193
41940,1,3,3,1,4,22.523,6.96,0,2,1,0,2,5,7000,270.2,25,2,4,11,CA,10.01767928,9.953653234,5.1,0.050834658,0.032946622,0.280165125,0.631167193
41940,1,3,3,3,4,6.875,42.65,0,4,4,15,1,5,7000,283.2,46,2,5,11,CA,10.01767928,9.953653234,5.1,0.050834658,0.032946622,0.280165125,0.631167193
41940,0,2,1,1,2,11.976,6.39,10,4,2,0,2,5,7000,263.7,26,1,5,11,CA,10.01767928,9.953653234,5.1,0.050834658,0.032946622,0.280165125,0.631167193
41940,1,3,3,2,2,14.815,7.46,0,4,2,0,1,5,1500,275.3,52,2,4,11,CA,10.01767928,9.953653234,5.1,0.050834658,0.032946622,0.280165125,0.631167193
41940,1,3,3,2,4,33.393,13.92,1,4,3,0,1,5,7000,292,54,2,5,11,CA,10.01767928,9.953653234,5.1,0.050834658,0.032946622,0.280165125,0.631167193
41940,1,3,3,3,0,0,98.27,0,3,5,5,1,5,7000,,44,1,4,11,CA,10.01767928,9.953653234,5.1,0.050834658,0.032946622,0.280165125,0.631167193
41940,1,3,2,2,9,39.602,12.18,0,4,1,0,1,5,7000,265.6,54,1,5,11,CA,10.01767928,9.953653234,5.1,0.050834658,0.032946622,0.280165125,0.631167193
41940,1,3,1,2,6,20.056,10.04,0,4,3,21,1,5,7000,276.3,24,1,2,11,CA,10.01767928,9.953653234,5.1,0.050834658,0.032946622,0.280165125,0.631167193
40900,3,3,2,3,2,32.2,90.69,0,4,3,15,1,4,7000,274,35,1,2,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,2,3,4,12.9,2.4,0,4,3,15,1,4,7000,274,34,2,4,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,3,2,0,0,1.51,0,4,2,0,1,4,3000,,67,2,2,4,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,1,1,5,14.446,5.09,0,4,2,0,2,4,7000,265.7,62,1,5,4,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,2,2,3,13.963,1726.76,0,1,3,5,2,4,750,274.3,22,1,3,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,3,2,3,78.615,39.19,0,4,2,0,1,4,3000,259.6,56,1,3,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,0,2,3,1,10,31.954,2.17,12,4,2,0,1,4,7000,274.3,65,1,5,4,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,2,3,1,2,2,15.991,8.06,0,2,2,0,2,4,7000,283.2,57,2,3,4,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,2,2,4,15.612,6.04,0,3,2,0,1,4,3000,291.7,55,2,2,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,3,2,3,13.687,6.63,0,2,1,0,1,4,7000,280.1,54,2,2,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,1,2,3,3.781,2.44,0,2,3,0,1,4,7000,274.3,61,2,3,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,2,2,7,9.949,4.87,2,4,4,5,1,4,7000,282.6,45,1,4,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,2,2,5,74.322,19.58,0,4,2,0,2,4,1500,294.1,48,1,3,4,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,2,2,2,11.674,5.87,0,3,4,5,1,4,1500,272,32,2,3,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,3,3,3,39.726,2.88,0,4,2,0,1,4,7000,271.6,47,1,4,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,2,2,2,7.83,3.94,0,2,1,0,2,4,3000,281.9,72,1,3,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,4,2,1,8,20.553,3,5,1,1,0,2,1,7000,282.6,21,2,3,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,3,3,0,0,11.46,0,3,2,0,2,4,7000,,59,2,3,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,1,2,2,0.5,30.11,0,4,3,21,1,6,300,291.7,43,2,4,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,2,2,5,58.793,6.64,0,4,2,0,2,4,3000,271.7,42,2,4,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,3,3,8,14.721,6.36,0,4,2,0,1,4,7000,276.6,43,2,5,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,2,3,2,2,6,56.041,5.94,1,3,1,0,1,4,7000,274,59,1,4,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,2,2,0,0,8.12,0,3,2,0,1,4,7000,,55,1,3,4,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,3,2,2,37.542,15.36,0,4,2,0,1,4,3000,259.6,58,2,3,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,3,3,3,3,0,0,7.8,0,3,2,0,2,4,7000,,34,2,3,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,1,1,7,39.537,0.87,0,3,4,5,1,4,7000,292,53,1,3,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,0,3,1,2,0,0,16.17,0,2,5,5,2,4,3000,,33,1,1,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,2,3,1,2,2,8.768,28.01,0,2,5,21,1,6,3000,266,46,1,3,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,3,3,2,2,4,114.19,16.01,0,3,2,0,1,4,7000,274.4,58,1,2,4,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,2,3,1,2,3,10.362,0.99,0,4,2,0,1,6,750,281.9,68,1,4,4,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,2,2,5,73.456,18.96,2,4,2,0,1,1,7000,271.6,66,1,5,4,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,1,2,2,47.594,24.32,0,4,4,15,1,4,7000,283.2,47,2,4,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,2,3,1,3,9,23.481,8.57,0,3,1,0,2,4,3000,281.9,43,2,4,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,3,2,3,36.093,18.52,0,4,3,21,1,4,7000,279.7,53,1,4,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,2,2,2,16.484,8.3,0,3,4,5,1,4,1500,272,35,1,5,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,1,1,9,45.43,10.65,5,1,4,5,1,4,7000,267.7,38,2,3,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,2,3,3,16,41.507,1.27,0,3,2,0,2,1,3000,286.7,31,1,5,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,2,2,5,15.118,2.65,0,4,4,5,1,4,7000,282.6,44,2,5,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,3,2,6,20.304,10,0,4,3,5,1,4,3000,275.3,36,1,5,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,1,2,5,18.942,18.36,0,4,3,5,1,4,3000,292.1,31,1,3,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
40900,1,3,2,2,6,27.425,14.49,0,4,2,0,1,4,750,263.5,26,2,4,11,CA,12.43904489,10.95767981,5.1,0.084143661,0.059762876,0.170464148,0.560545403
41740,2,3,3,2,3,65.505,11.17,0,1,1,0,2,4,7000,266,72,1,4,11,CA,13.36650472,11.80775162,5.1,0.075460446,0.043679733,0.20414366,0.581614911
41740,1,3,3,2,3,8.11,6.96,0,4,5,5,1,4,3000,267.7,36,2,4,11,CA,13.36650472,11.80775162,5.1,0.075460446,0.043679733,0.20414366,0.581614911
41740,0,3,3,1,4,4.154,10.65,0,2,2,0,1,4,1500,280.1,64,2,4,4,CA,13.36650472,11.80775162,5.1,0.075460446,0.043679733,0.20414366,0.581614911
41740,2,3,3,2,6,11.012,5.23,0,4,2,0,1,4,1500,294.1,62,1,3,11,CA,13.36650472,11.80775162,5.1,0.075460446,0.043679733,0.20414366,0.581614911
41740,1,2,3,3,2,3.491,1.83,0,3,1,0,1,4,7000,265.6,52,1,3,11,CA,13.36650472,11.80775162,5.1,0.075460446,0.043679733,0.20414366,0.581614911
41740,1,3,3,3,4,53.413,26.32,0,1,4,21,1,4,3000,262.3,53,1,4,11,CA,13.36650472,11.80775162,5.1,0.075460446,0.043679733,0.20414366,0.581614911
41740,2,3,2,3,9,47.262,4.33,0,3,2,0,1,4,7000,281.9,40,1,2,11,CA,13.36650472,11.80775162,5.1,0.075460446,0.043679733,0.20414366,0.581614911
41740,1,3,3,2,2,18.393,9.27,0,3,4,21,1,4,7000,276.3,46,2,3,11,CA,13.36650472,11.80775162,5.1,0.075460446,0.043679733,0.20414366,0.581614911
41740,1,3,3,2,5,31.506,12.02,0,2,1,0,1,4,7000,278.7,55,2,5,11,CA,13.36650472,11.80775162,5.1,0.075460446,0.043679733,0.20414366,0.581614911
41740,1,3,3,2,5,68.23,31.01,0,4,5,15,1,4,7000,290.3,46,1,3,11,CA,13.36650472,11.80775162,5.1,0.075460446,0.043679733,0.20414366,0.581614911
41740,0,1,3,3,0,0,3.32,5,1,4,21,1,4,3000,,20,2,3,11,CA,13.36650472,11.80775162,5.1,0.075460446,0.043679733,0.20414366,0.581614911
41740,1,3,1,2,2,16.118,8.07,0,1,2,0,2,4,7000,271.2,26,2,4,11,CA,13.36650472,11.80775162,5.1,0.075460446,0.043679733,0.20414366,0.581614911
41740,3,3,2,3,3,19.905,9.79,0,4,2,0,1,4,1500,274.6,75,1,5,4,CA,13.36650472,11.80775162,5.1,0.075460446,0.043679733,0.20414366,0.581614911
41740,1,3,3,2,2,23.973,12.28,0,3,4,21,1,4,7000,276.3,53,1,2,11,CA,13.36650472,11.80775162,5.1,0.075460446,0.043679733,0.20414366,0.581614911
41860,1,3,1,2,2,29.778,15.25,0,4,4,5,1,5,7000,292,41,1,5,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,2,3,1,1,0,0,2.62,0,4,3,0,1,1,3000,,31,2,3,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,1,3,1,2,2.01,1.07,30,4,2,0,2,5,7000,283.2,35,2,5,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,4,1,3,0,0,11.95,15,4,1,0,2,5,7000,,41,2,4,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,0,4,1,1,4,6.438,2.15,5,4,2,0,1,5,7000,276.6,63,1,5,4,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,0,4,3,1,6,32.327,15.01,22,4,2,0,2,5,7000,283.2,31,1,5,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,3,2,2,2,9.786,4.72,0,4,2,0,1,3,7000,267.7,58,2,3,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,2,3,3,4,8.994,91.65,0,3,3,21,1,5,7000,263.5,21,1,2,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,3,3,2,2,3.586,1.88,0,4,4,21,1,5,3000,290.3,18,2,1,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
41860,1,3,1,1,2,7.96,4.04,0,4,4,0,2,3,7000,276.3,28,2,4,11,CA,14.59090801,12.69147097,5.1,0.060505965,0.045404495,0.28198456,0.630038719
